Unnamed: 0,model,method,consult,output
535,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?poleDrivers)
WHERE {
 ?grandPrixes dbo:firstDriver dbr:Damon_Hill.
 ?grandPrixes dbo:race?poleDrivers.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
536,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?location
WHERE {
  dbr:Dubai_World_Cup dbo:location?location.
}
","{'head': {'link': [], 'vars': ['location']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'location': {'type': 'uri', 'value': 'http://dbpedia.org/resource/United_Arab_Emirates'}}, {'location': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dubai'}}, {'location': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Meydan_Racecourse'}}]}}"
537,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?newspaper?owner
WHERE {
 ?newspaper dbo:founder dbr:Nehru.
 ?newspaper dbo:owner?owner.
}
","{'head': {'link': [], 'vars': ['newspaper', 'owner']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
538,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?place
WHERE {
 ?airline dbo:headquarters?place.
 ?airline dbo:operates?flight.
 ?flight dbo:route?place.
  FILTER(?place!= dbr:United_Kingdom)
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
539,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?magazine
WHERE {
 ?magazine dbo:founder dbr:Ralph_J._Gleason.
}
","{'head': {'link': [], 'vars': ['magazine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'magazine': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Rolling_Stone'}}]}}"
540,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?city
WHERE {
 ?city dbo:city dbr:Seattle.
 ?ship dbo:shipbuilder?city.
 ?ship dbo:ship dbr:USS_Marmora_(IX-189).
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 11: syntax error at \'(\' before \'IX\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT?city\\nWHERE {\\n ?city dbo:city dbr:Seattle.\\n ?ship dbo:shipbuilder?city.\\n ?ship dbo:ship dbr:USS_Marmora_(IX-189).\\n}\\n""']"
541,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?city?country
WHERE {
 ?city dbo:country?country.
 ?city dbo:population?population.
  FILTER(?city = dbr:Tirana)
  FILTER(?population = MAX(?population))
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 12: Aggregates are allowed only in result sets at \')\' before \')\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT?city?country\\nWHERE {\\n ?city dbo:country?country.\\n ?city dbo:population?population.\\n  FILTER(?city = dbr:Tirana)\\n  FILTER(?population = MAX(?population))\\n}\\n""']"
542,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?city
WHERE {
  dbr:Barqs_Beer dbo:location?city.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
543,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?birthPlace
WHERE {
 ?astronaut dbo:mission dbr:Vostok_programmer.
 ?astronaut dbo:birthPlace?birthPlace.
}
","{'head': {'link': [], 'vars': ['birthPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
544,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?person)
WHERE {
 ?person dbo:almaMater?institute.
 ?institute dbo:subdivision dbr:Suburbs.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
545,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?birthPlace
WHERE {
 ?person dbo:birthPlace?birthPlace.
 ?person dbr:Whitney_Wistert.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 10: syntax error at \'.\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?birthPlace\\nWHERE {\\n ?person dbo:birthPlace?birthPlace.\\n ?person dbr:Whitney_Wistert.\\n}\\n""']"
546,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?shrine
WHERE {
 ?monarch1 dbo:successor dbr:Dragimir_of_Travunia.
 ?monarch2 dbo:successor dbr:Zachlumia.
 ?shrine dbo:monarch?monarch1.
}
","{'head': {'link': [], 'vars': ['shrine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
547,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?show)
WHERE {
 ?show dbo:broadcastNetwork dbr:Fox_Broadcasting_Company.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '119'}}]}}"
548,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?river
WHERE {
 ?river a dbo:RiverBodyOfWater.
 ?river dbo:mouthLocation dbr:Arctic_Ocean.
 ?river dbo:mouthLocation dbr:Laptev_Sea.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
549,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?war
WHERE {
 ?war a dbo:War.
 ?war dbo:participant dbr:Chung_Il_Kwon.
}
","{'head': {'link': [], 'vars': ['war']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
550,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?person
WHERE {
 ?person dbo:birthPlace?place.
 ?person dbo:deathPlace dbr:Bryn_Mawr_Hospital.
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'person': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Ralph_Cooper_Hutchison'}}]}}"
551,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?faith?affiliation
WHERE {
  dbr:Ajith_Perera dbo:religiousAffiliation?faith.
  dbr:Neungin_High_School dbo:religiousAffiliation?affiliation.
}
","{'head': {'link': [], 'vars': ['faith', 'affiliation']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
552,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?person
WHERE {
 ?role dbo:subclassOf dbr:Military_unit.
 ?role dbo:role dbr:Air_interdiction.
 ?person dbo:militaryRole?role.
}
","{'head': {'link': [], 'vars': ['person']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
553,deepseek-coder-6.7b-instruct,CoT_ont_rag_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?member
WHERE {
 ?team dbo:currentMember?member.
 ?team rdfs:label ""Insects vs Robots""@en.
}
","{'head': {'link': [], 'vars': ['member']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
